id,city,housenumber,postcode,street,contact:email,phone_number,cuisine,name,outdoor_seating,takeaway,website,opening_hours,wheelchair,delivery,smoking,internet_access,diet_vegan,brewery,Location_ID,amenity
560024840,,,,,,,,IL Picchio,,,,,,,,,,,R423,restaurant
303826370,,,,,,,pizza,Pizzeria Millenium,,,,,,,,,,,R424,restaurant
303828168,,,,,,,pizza,Pizzeria L'arcade,,,,,,,,,,,R425,restaurant
303832096,,,,,,,,Majestic,,,,,,,,,,,R426,restaurant
4336800368,,,,,,,,La Primoteca,,,,,,,,,,,R427,restaurant
8506320843,,,,,,,pizza,Pizzeria Diana,,,,,,,,,,,R428,restaurant
2416095112,,,,,,,,,,,,,,,,,,,R429,restaurant
165535910,,,,,,,,Ristoro,,,,,,,,,,,R430,restaurant
232580438,,,,,,,"italian, regional, pizza",Hotel Cristo d'Oro,,IT01445000225,,,,,,,,,R431,restaurant
355968440,San Michele all'Adige,47,38010,Via Don A. Tamanini,,+39 0461 650699,pizza;regional,Capriccio,"Corazza Barbara, Mauro & C.",IT02160810228,,,,,,,,,R432,restaurant
4695403491,,29,38010,Via Roma,,,regional;italian;pizza;crepe;italian_pizza;local;coffee_shop,Pizzeria Cantuccio,Volkmer Gertrud Karla,,,Tu-Su 11:30-12:00,,,,,,,R433,restaurant
75310719,Grumo,39,38010,Via G. Postal,ristorantedapino@ristorantedapino.it,+39 0461 650435,italian;regional;pizza,Ristorante da Pino,Moresco DAnilo e Caset Luciana,IT00600320220,http://www.ristorantedapino.it/,Mo Off,,,,,,,R434,restaurant
616524561,Rabbi,105,38020,,,,regional,Ristorante Pizzeria 800,,,,,,,,,,,R435,restaurant
331045899,Rabbi,134,38020,,,,regional,Osteria al Rabies,,,,,,,,,,,R436,restaurant
395318007,,,,,,,,Mas de la Bolp,,,,,,,,,,,R437,restaurant
4202862135,Scurelle,2,38050,Via del Municipio vecchio,,,pizza,Chardonnay,Caon L. E Cerato L. S.N.C.,yes,,,,,no,,,,R438,restaurant
4202838209,,,,,,,pizza,,,,,,,,,,,,R439,restaurant
866739433,,,,,,,pizza,Goofy Pub-Ristorante-Pizzeria,,,,,,,,,,,R440,restaurant
1585221252,,,,,,,,Ja Vito,,,,,,,,,,,R441,restaurant
1585221511,,,,,,,,Ristorante Pizzeria Sas da Rocia,,,,,,,,,,,R442,restaurant
8868691187,,4,,Via all'Üscla,,,,Casa Ferrazza,,,,,,,,,,,R443,restaurant
8887842646,,,,,,,,Casa Ferrazza,,,,,,,,,,,R444,restaurant
3910683995,Castel Ivano,11,38059,Via Marconi,,,,Ristorante Pizzeria Al Torchio,,,,,,,,,,,R445,restaurant
255443503,Telve,3,38050,Località Nale,,,italian,Osteria Baraonda,,no,,,,,,,,,R446,restaurant
4185984948,Roncegno Terme,9,38050,Via Enrico Capraro,,,regional,Al Volto,,,,,,,,,,,R447,restaurant
331155754,,,,,,,italian,Albergo Vittoria,,,,,,,,wlan,,,R448,restaurant
121382586,,,,,,,pizza,Pizzeria il Picchio,,,,,,,,,,,R449,restaurant
4315863098,Pellizzano,13,38020,Località Claiano,,,,Alla Veccia Macina,,,,,,,,,,,R450,restaurant
115849758,,,,,,,,Agritur Darial,,,,,,,,,,,R451,restaurant
87054865,Tre Ville,34,38079,Via San Antonio,,,regional;italian,La Contea Pizzeria Ristorante Snow Pub,yes,yes,,,,no,outside,,,,R452,restaurant
5731537800,Tione di Trento,4/A,38079,Via Durone,,,,Pizza al Taglio Le Ghinghe,,,,,,,,,,,R453,restaurant
5446414999,Tione di Trento,5,38079,Via Legione Trentina,,+39 0465 326249,,C'era una volta,Pedretti N. & C SAS,IT01530350220,,,,,,,,,R454,restaurant
87054865,Tre Ville,34,38079,Via San Antonio,,,regional;italian,La Contea Pizzeria Ristorante Snow Pub,yes,yes,,,,no,outside,,,,R455,restaurant
334787448,,,,,,,regional,Al Pescatore,,,,,,,,,,,R456,restaurant
518731748,,,,,,,,Agritur Solasna,,,,,,,,,,,R457,restaurant
37811920,Vattaro,31,38049,Via Doss del Bue,,,italian;pizza,Ristorante TEX,yes,IT02189380229,,,,,,,,,R458,restaurant
2094237771,,,,,,,,Ristorante La Madia,,,,,,,,,,,R459,restaurant
6610752260,,,,,,,pizza,Pizzeria Vittoria,,,,,,,,,,,R460,restaurant
101164735,,,,,,,italian,Bar Trattoria alla Lepre,,,,,,,,,,,R461,restaurant
101164735,,,,,,,italian,Bar Trattoria alla Lepre,,,,,,,,,,,R462,restaurant
101164735,,,,,,,italian,Bar Trattoria alla Lepre,,,,,,,,,,,R463,restaurant
101164735,,,,,,,italian,Bar Trattoria alla Lepre,,,,,,,,,,,R464,restaurant
101164735,,,,,,,italian,Bar Trattoria alla Lepre,,,,,,,,,,,R465,restaurant
2367677548,,,,,,,pizza,Pizzeria Romantica,,,,,,,,,,,R466,restaurant
2598641850,Andalo,6,,,,,,Ski Bar,,,,,,,,,,,R467,restaurant
2364540524,Andalo,4,38010,Via Ponte Lambin,info@lacucinadifilippo.com,,pizza,Bistrot Dolomieu,,,https://www.lacucinadifilippo.com/,,,,,,,,R468,restaurant
